Record Length,2.500000e+03,,  -0.000000025000,  -0.64000,
Sample Interval,2.000000e-11,,  -0.000000024980,  -0.60000,
Trigger Point,1.250000000000e+03,,  -0.000000024960,  -0.60000,
,,,  -0.000000024940,  -0.56000,
,,,  -0.000000024920,  -0.56000,
,,,  -0.000000024900,  -0.52000,
Source,CH2,,  -0.000000024880,  -0.52000,
Vertical Units,V,,  -0.000000024860,  -0.48000,
Vertical Scale,1.000000e+00,,  -0.000000024840,  -0.44000,
Vertical Offset,0.000000e+00,,  -0.000000024820,  -0.44000,
Horizontal Units,s,,  -0.000000024800,  -0.40000,
Horizontal Scale,5.000000e-09,,  -0.000000024780,  -0.40000,
Pt Fmt,Y,,  -0.000000024760,  -0.36000,
Yzero,0.000000e+00,,  -0.000000024740,  -0.32000,
Probe Atten,1.000000e+01,,  -0.000000024720,  -0.32000,
Model Number,TBS1154,,  -0.000000024700,  -0.28000,
Serial Number,C020573,,  -0.000000024680,  -0.24000,
Firmware Version,FV:v26.05,,  -0.000000024660,  -0.24000,
,,,-00.000000024640,  -0.20000,
,,,-00.000000024620,  -0.20000,
,,,-00.000000024600,  -0.16000,
,,,-00.000000024580,  -0.12000,
,,,-00.000000024560,  -0.12000,
,,,-00.000000024540,  -0.08000,
,,,-00.000000024520,  -0.04000,
,,,-00.000000024500,  -0.04000,
,,,-00.000000024480,   0.00000,
,,,-00.000000024460,   0.04000,
,,,-00.000000024440,   0.04000,
,,,-00.000000024420,   0.08000,
,,,-00.000000024400,   0.12000,
,,,-00.000000024380,   0.12000,
,,,-00.000000024360,   0.16000,
,,,-00.000000024340,   0.20000,
,,,-00.000000024320,   0.20000,
,,,-00.000000024300,   0.24000,
,,,-00.000000024280,   0.24000,
,,,-00.000000024260,   0.28000,
,,,-00.000000024240,   0.32000,
,,,-00.000000024220,   0.32000,
,,,-00.000000024200,   0.36000,
,,,-00.000000024180,   0.40000,
,,,-00.000000024160,   0.40000,
,,,-00.000000024140,   0.44000,
,,,-00.000000024120,   0.44000,
,,,-00.000000024100,   0.48000,
,,,-00.000000024080,   0.52000,
,,,-00.000000024060,   0.52000,
,,,-00.000000024040,   0.56000,
,,,-00.000000024020,   0.56000,
,,,-00.000000024000,   0.60000,
,,,-00.000000023980,   0.60000,
,,,-00.000000023960,   0.64000,
,,,-00.000000023940,   0.68000,
,,,-00.000000023920,   0.68000,
,,,-00.000000023900,   0.72000,
,,,-00.000000023880,   0.72000,
,,,-00.000000023860,   0.76000,
,,,-00.000000023840,   0.76000,
,,,-00.000000023820,   0.80000,
,,,-00.000000023800,   0.80000,
,,,-00.000000023780,   0.84000,
,,,-00.000000023760,   0.84000,
,,,-00.000000023740,   0.88000,
,,,-00.000000023720,   0.88000,
,,,-00.000000023700,   0.92000,
,,,-00.000000023680,   0.92000,
,,,-00.000000023660,   0.96000,
,,,-00.000000023640,   0.96000,
,,,-00.000000023620,   0.96000,
,,,-00.000000023600,   1.00000,
,,,-00.000000023580,   1.00000,
,,,-00.000000023560,   1.04000,
,,,-00.000000023540,   1.04000,
,,,-00.000000023520,   1.08000,
,,,-00.000000023500,   1.08000,
,,,-00.000000023480,   1.08000,
,,,-00.000000023460,   1.12000,
,,,-00.000000023440,   1.12000,
,,,-00.000000023420,   1.12000,
,,,-00.000000023400,   1.16000,
,,,-00.000000023380,   1.16000,
,,,-00.000000023360,   1.16000,
,,,-00.000000023340,   1.20000,
,,,-00.000000023320,   1.20000,
,,,-00.000000023300,   1.20000,
,,,-00.000000023280,   1.24000,
,,,-00.000000023260,   1.24000,
,,,-00.000000023240,   1.24000,
,,,-00.000000023220,   1.24000,
,,,-00.000000023200,   1.28000,
,,,-00.000000023180,   1.28000,
,,,-00.000000023160,   1.28000,
,,,-00.000000023140,   1.28000,
,,,-00.000000023120,   1.28000,
,,,-00.000000023100,   1.32000,
,,,-00.000000023080,   1.32000,
,,,-00.000000023060,   1.32000,
,,,-00.000000023040,   1.32000,
,,,-00.000000023020,   1.32000,
,,,-00.000000023000,   1.32000,
,,,-00.000000022980,   1.32000,
,,,-00.000000022960,   1.36000,
,,,-00.000000022940,   1.36000,
,,,-00.000000022920,   1.36000,
,,,-00.000000022900,   1.36000,
,,,-00.000000022880,   1.36000,
,,,-00.000000022860,   1.36000,
,,,-00.000000022840,   1.36000,
,,,-00.000000022820,   1.36000,
,,,-00.000000022800,   1.36000,
,,,-00.000000022780,   1.36000,
,,,-00.000000022760,   1.36000,
,,,-00.000000022740,   1.36000,
,,,-00.000000022720,   1.32000,
,,,-00.000000022700,   1.32000,
,,,-00.000000022680,   1.32000,
,,,-00.000000022660,   1.32000,
,,,-00.000000022640,   1.32000,
,,,-00.000000022620,   1.32000,
,,,-00.000000022600,   1.32000,
,,,-00.000000022580,   1.32000,
,,,-00.000000022560,   1.28000,
,,,-00.000000022540,   1.28000,
,,,-00.000000022520,   1.28000,
,,,-00.000000022500,   1.28000,
,,,-00.000000022480,   1.28000,
,,,-00.000000022460,   1.28000,
,,,-00.000000022440,   1.24000,
,,,-00.000000022420,   1.24000,
,,,-00.000000022400,   1.24000,
,,,-00.000000022380,   1.24000,
,,,-00.000000022360,   1.20000,
,,,-00.000000022340,   1.20000,
,,,-00.000000022320,   1.20000,
,,,-00.000000022300,   1.20000,
,,,-00.000000022280,   1.16000,
,,,-00.000000022260,   1.16000,
,,,-00.000000022240,   1.16000,
,,,-00.000000022220,   1.12000,
,,,-00.000000022200,   1.12000,
,,,-00.000000022180,   1.08000,
,,,-00.000000022160,   1.08000,
,,,-00.000000022140,   1.08000,
,,,-00.000000022120,   1.04000,
,,,-00.000000022100,   1.04000,
,,,-00.000000022080,   1.04000,
,,,-00.000000022060,   1.00000,
,,,-00.000000022040,   1.00000,
,,,-00.000000022020,   0.96000,
,,,-00.000000022000,   0.96000,
,,,-00.000000021980,   0.92000,
,,,-00.000000021960,   0.92000,
,,,-00.000000021940,   0.92000,
,,,-00.000000021920,   0.88000,
,,,-00.000000021900,   0.88000,
,,,-00.000000021880,   0.84000,
,,,-00.000000021860,   0.84000,
,,,-00.000000021840,   0.80000,
,,,-00.000000021820,   0.80000,
,,,-00.000000021800,   0.76000,
,,,-00.000000021780,   0.76000,
,,,-00.000000021760,   0.72000,
,,,-00.000000021740,   0.72000,
,,,-00.000000021720,   0.68000,
,,,-00.000000021700,   0.68000,
,,,-00.000000021680,   0.64000,
,,,-00.000000021660,   0.60000,
,,,-00.000000021640,   0.60000,
,,,-00.000000021620,   0.56000,
,,,-00.000000021600,   0.56000,
,,,-00.000000021580,   0.52000,
,,,-00.000000021560,   0.52000,
